CASE_NO,DECISION_DATE,VISA_CLASS,CASE_RECEIVED_DATE,CASE_STATUS,REQUESTED_START_DATE_OF_NEED,REQUESTED_END_DATE_OF_NEED,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE_ID,SOC_TITLE,NBR_WORKERS_CERTIFIED,BASIC_NUMBER_OF_HOURS,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,WORKSITE_LOCATION_CITY,WORKSITE_LOCATION_STATE,ORGANIZATION_FLAG
H-300-14099-307909,2014-05-14,H-2A,2014-04-09,DETERMINATION ISSUED - CERTIFICATION,2014-06-20,2014-12-15,2014-06-20,2014-12-15,"B&C COLTHARP TOBACCO, LLC",2714 DR. MELVIN RD,,SEDALIA,KY,42079,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",10,40,10.1,Hour,SEDALIA,KY,Individual Employer
H-300-14099-370834,2014-05-12,H-2A,2014-04-10,DETERMINATION ISSUED - CERTIFICATION,2014-06-17,2014-10-20,2014-06-17,2014-10-20,JTW Farms LLC,2629 Hickory Grove Road,,Almo,KY,42020,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2,40,10.1,Hour,ALMO,KY,Association - Filing as Agent (H-2A Only)
H-300-14099-389725,2014-05-13,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION,2014-05-31,2014-12-01,2014-05-31,2014-12-01,Nicky Bridges,3910 State Route 200,,Henderson,TN,38340,ACTION VISA ASSISTANCE,LORI WHITTEN,WYLIE,TX,Nursery Workers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3,40,10.1,Hour,Henderson,TN,Individual Employer
H-300-14099-401517,2014-05-15,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION,2014-06-20,2014-12-15,2014-06-20,2014-12-15,Dan Winters,2286 Watson Road,,Murray,KY,42071,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3,40,10.1,Hour,Murray,KY,Association - Filing as Agent (H-2A Only)
H-300-14099-436043,2014-05-12,H-2A,2014-04-10,DETERMINATION ISSUED - CERTIFICATION,2014-06-15,2014-12-20,2014-06-15,2014-12-20,Tom Willett,7503 State Route 307N,,Fancy Farm,KY,42039,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3,40,10.1,Hour,FANCY FARM,KY,Association - Filing as Agent (H-2A Only)
H-300-14099-448342,2014-05-14,H-2A,2014-04-09,DETERMINATION ISSUED - CERTIFICATION,2014-06-06,2014-12-31,2014-06-06,2014-12-31,BILLY HARRIS,2084 ST. RT. 97,,MAYFIELD,KY,42066,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",6,40,10.1,Hour,MAYFIELD,KY,Individual Employer
H-300-14099-448342,2014-05-14,H-2A,2014-04-09,DETERMINATION ISSUED - CERTIFICATION,2014-06-06,2014-12-31,2014-06-06,2014-12-31,Pat Wray,5692 St. Rt. 2422,,Wingo,KY,42088,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2,40,10.1,Hour,MAYFIELD,KY,
H-300-14099-494096,2014-05-01,H-2A,2014-04-10,DETERMINATION ISSUED - CERTIFICATION,2014-06-01,2014-10-15,2014-06-01,2014-10-15,"Champe Farms, LLC",3824 W CR 450 S,"mailing: 4677 Woods Edge Dr. , Zionsville IN  46077",Versailles,IN,47042,"MAS Labor H-2A, LLC",Elizabeth Whitley,Lovingston,VA,Blackberry Farm Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",10,40,11.63,Hour,Versailles,IN,Individual Employer
H-300-14099-510911,2014-05-27,H-2A,2014-04-09,DETERMINATION ISSUED - CERTIFICATION,2014-06-20,2014-12-20,2014-06-20,2014-12-20,ROBERT GUTHRIE,6063 ST. RT. 339 S.,,MAYFIELD,KY,42066,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3,40,10.1,Hour,MAYFIELD,KY,Individual Employer
H-300-14099-524175,2014-04-30,H-2A,2014-04-09,DETERMINATION ISSUED - CERTIFICATION,2014-06-20,2014-12-20,2014-06-20,2014-12-20,TEMPLEMAN TOBACCO,520 PLEASEANT HILL CHURCH RD,,ELKTON,KY,42220,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/ LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",4,40,10.1,Hour,ELKTON,KY,Individual Employer
H-300-14099-532250,2014-05-12,H-2A,2014-04-14,DETERMINATION ISSUED - CERTIFICATION,2014-06-20,2014-11-08,2014-06-20,2014-11-08,Jay Housden,334 Christian Lane,,Hazel,KY,42049,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",7,40,10.1,Hour,HAZEL,KY,Association - Filing as Agent (H-2A Only)
H-300-14099-577641,2014-05-06,H-2A,2014-04-09,DETERMINATION ISSUED - CERTIFICATION,2014-06-21,2015-01-15,2014-06-21,2015-01-15,SHEMWELL FARMS,6229 HIGHLAND LICK RD,,ELKTON,KY,42220,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2,40,10.1,Hour,ELKTON,KY,Individual Employer
H-300-14099-600244,2014-05-02,H-2A,2014-04-09,DETERMINATION ISSUED - CERTIFICATION,2014-06-02,2014-12-31,2014-06-02,2014-12-31,"RILEY BROTHERS FARMS, LLC",1790 Lee Jones Road,,Adams,TN,37010,International Labor Management Corp,Christi Tabaretti,Vass,NC,Farmworker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",18,42,9.8,Hour,Adams,TN,Individual Employer
H-300-14099-601212,2014-05-19,H-2A,2014-04-14,DETERMINATION ISSUED - CERTIFICATION,2014-06-17,2015-01-15,2014-06-17,2015-01-15,John White,5746 Freddie Edwards Road,,Springfield,TN,37172,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",10,40,10.1,Hour,Springfield,TN,Association - Filing as Agent (H-2A Only)
H-300-14099-606593,2014-05-14,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION,2014-06-20,2015-01-31,2014-06-20,2015-01-31,TIMATHY E. SAPP,1395 Leighs Chapel Road,,Greenville,KY,42345,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3,40,10.1,Hour,GREENVILLE,KY,Association - Filing as Agent (H-2A Only)
H-300-14099-666973,2014-05-12,H-2A,2014-04-09,DETERMINATION ISSUED - CERTIFICATION,2014-06-10,2015-01-15,2014-06-10,2015-01-15,CROFT BROS. FARMS,2214 WALLACE FORK RD,,PRINCETON,KY,42445,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",4,40,10.1,Hour,PRINCETON,KY,Individual Employer
H-300-14099-716115,2014-04-30,H-2A,2014-04-14,DETERMINATION ISSUED - CERTIFICATION,2014-06-18,2014-12-19,2014-06-18,2014-12-19,LHAB LLC,7095 KY-231,,Utica,KY,42376,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",6,40,10.1,Hour,UTICA,KY,Association - Filing as Agent (H-2A Only)
H-300-14099-740149,2014-05-16,H-2A,2014-04-09,DETERMINATION ISSUED - CERTIFICATION,2014-06-23,2014-12-30,2014-06-11,2014-12-30,Ronald K. Stokes,1860 Davis Mill Road,,Trenton,KY,42286,Seasonal Hands LLC,Mayra Ballard,Mayfield,KY,Farm Worker,45-2092.02,General Farmworkers,6,40,10.1,Hour,Elkton,KY,Individual Employer
H-300-14099-759992,2014-05-15,H-2A,2014-04-11,DETERMINATION ISSUED - CERTIFICATION,2014-06-15,2015-06-14,2014-06-15,2015-06-14,Two Bar Sheep Company,1681 13 Road,,Loma,CO,81524,HIGH COUNTRY AGRICULTURAL SERVICES,KANDANCE KROPINAK,CRAIG,CO,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,45,750,Month,Loma,CO,Individual Employer
H-300-14099-794099,2014-05-14,H-2A,2014-04-10,DETERMINATION ISSUED - CERTIFICATION,2014-06-15,2015-02-28,2014-06-15,2015-02-28,Rodney Perkins,95 McDowells Branch,,Owenton,KY,40359,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",10,40,10.1,Hour,Owenton,KY,Association - Filing as Agent (H-2A Only)
H-300-14099-885505,2014-05-19,H-2A,2014-04-09,DETERMINATION ISSUED - CERTIFICATION,2014-06-20,2014-12-15,2014-06-20,2014-12-15,KELLY OVERBEY FARMS,3773 BETHEL RD,,ALMO,KY,42020,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/ LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",5,40,10.1,Hour,"ALMO,",KY,Individual Employer
H-300-14099-900695,2014-05-21,H-2A,2014-04-09,DETERMINATION ISSUED - CERTIFICATION,2014-06-20,2014-12-31,2014-06-20,2014-12-31,JACK GANT FARMS,35 R. SHANKLIN RD.,,ELKTON,KY,42220,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2,40,10.1,Hour,ELKTON,KY,Individual Employer
H-300-14099-942622,2014-05-15,H-2A,2014-04-14,DETERMINATION ISSUED - CERTIFICATION,2014-06-17,2014-12-31,2014-06-17,2014-12-31,LITTLE RIVER LEAF LLC,2725 Little River Church Road,,Hopkinsville,KY,42240,Agriculture Workforce Management Association,DONNA CARPENTER,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",25,40,10.1,Hour,Hopkinsville,KY,Association - Filing as Agent (H-2A Only)
H-300-14099-950276,2014-05-12,H-2A,2014-04-14,DETERMINATION ISSUED - CERTIFICATION,2014-06-17,2015-01-15,2014-06-17,2015-01-15,IAN THOMAS,630 Balden Lane,,Harrodsburg,KY,40330,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",6,40,10.1,Hour,Harrodsburg,KY,Association - Filing as Agent (H-2A Only)
H-300-14099-997587,2014-05-29,H-2A,2014-05-01,DETERMINATION ISSUED - CERTIFICATION,2014-06-04,2014-10-30,2014-06-04,2014-10-30,Tims Family Farm,110 Tims Lane,,Ripley,TN,38063,"HEAD HONCHOS, LLC",TODD MILLER,SAN ANTONIO,TX,Farm Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",10,40,10.1,Hour,Ripley,TN,Individual Employer
H-300-14100-088514,2014-05-14,H-2A,2014-04-14,DETERMINATION ISSUED - CERTIFICATION,2014-06-03,2014-11-01,2014-06-03,2014-11-01,Precision Farming Inc.,5133 Fourway Road,"mailing: 5133 Fourway Road , Hookerton NC  28538",Hookerton,NC,28538,"MAS Labor H-2A, LLC",Elizabeth Whitley,Lovingston,VA,Tobacco Field Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3,40,9.87,Hour,Hookerton,NC,Individual Employer
H-300-14100-151970,2014-05-01,H-2A,2014-04-10,DETERMINATION ISSUED - DENIED,2014-07-01,2015-06-30,2014-07-01,2015-06-30,SPROUT,27434 SANBORN LN,,JUNCTION CITY,OR,97448,,,,,Farm Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",0,40,8,Hour,Junction City,OR,Individual Employer
H-300-14100-190294,2014-04-23,H-2A,2014-04-10,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-06-15,2014-09-15,2014-06-15,2014-09-15,Kiefat Honey Farms,4152 CR 571,,West Columbia,TX,77486,AGRI PLACEMENTS INTERNATIONAL,ELAINE FLAMING,FAIRVIEW,OK,Farm Labor,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",5,48,13.41,Hour,Brocket,ND,Individual Employer
H-300-14100-326561,2014-04-24,H-2A,2014-04-10,DETERMINATION ISSUED - CERTIFICATION,2014-05-28,2014-10-08,2014-05-28,2014-10-08,WESTON'S FARM LLC,48 river st,,fryeburg,ME,04037,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,"Farmworker and Laborer, Crop",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2,48,11.22,Hour,fryeburg,ME,Association - Filing as Agent (H-2A Only)
H-300-14100-403160,2014-04-25,H-2A,2014-04-10,DETERMINATION ISSUED - CERTIFICATION,2014-05-27,2014-11-01,2014-05-27,2014-11-01,"Brenckle Farms, Inc.",12434 Duquette Ave.,"mailing: 12434 Duquette Ave., Hartville, OH 44632",Hartville,OH,44632,"MAS Labor H-2A, LLC",Elizabeth Whitley,Lovingston,VA,Agricultural Equipment Operator/Harvester,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",6,40,11.63,Hour,Hartville,OH,Individual Employer
H-300-14100-485484,2014-05-16,H-2A,2014-04-17,DETERMINATION ISSUED - CERTIFICATION,2014-06-16,2014-10-29,2014-06-16,2014-10-29,"Heart Seventeen Produce, Inc.",915 Crittenden Road,"mailing: P.O. Box 29 , Hardyville VA  23070",Hardyville,VA,23070,"MAS Labor H-2A, LLC",Elizabeth Whitley,Lovingston,VA,Farmworker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",9,40,9.87,Hour,Hardyville,VA,Individual Employer
H-300-14100-615468,2014-05-02,H-2A,2014-04-10,DETERMINATION ISSUED - CERTIFICATION,2014-05-27,2014-11-27,2014-05-27,2014-11-27,C HANGING L RANCH LLP,51 Sherman Lane,,Choteau,MT,59422,IMMIGRATION LAW OF MONTANA P.C.,CHRISTOPHER FLANN,SHEPHERD,MT,Open Range Livestock,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,60,900,Month,Choteau,MT,Individual Employer
H-300-14100-664497,2014-04-29,H-2A,2014-04-10,DETERMINATION ISSUED - CERTIFICATION,2014-06-05,2014-11-05,2014-06-05,2014-11-05,Tom's Farm Market and Greenhouses Inc,(Physical) 10214 Algonquin Road,"(Mailing) 10214 Algonquin Road Huntley, IL 60142",Huntley,IL,60142,USAMEX Ltd Co.,David Donaldson,Bald Knob,AR,Farm Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",4,40,11.63,Hour,Huntley,IL,Individual Employer
H-300-14100-829569,2014-04-29,H-2A,2014-04-10,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-06-16,2014-09-18,2014-06-16,2014-09-18,Holubec Farms,(Physical)  22305 South Hwy 349,"(Mailing) 22305 South Hwy 349 Midkiff, TX 79755",Midkiff,TX,79755,USAMEX Ltd Co.,David Donaldson,Bald Knob,AR,Farm Laborer,45-2091,Agricultural Equipment Operators,6,40,10.86,Hour,Midkiff,TX,Individual Employer
H-300-14100-967422,2014-05-07,H-2A,2014-04-10,DETERMINATION ISSUED - CERTIFICATION,2014-06-30,2015-01-20,2014-06-30,2015-01-20,JEPSON FAMILY FARM PARTNERSHIP,8303 CLAY GREGORY RD.,,ORLINDA,TN,37141,,,,,Tobacco Farmer,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",21,40,10.1,Hour,Orlinda,TN,Individual Employer
H-300-14101-087949,2014-04-30,H-2A,2014-04-11,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-06-01,2014-07-05,2014-06-01,2014-07-05,"H2A COMPLETE II, INC.",1926 First Commercial Drive N Suite 109,,Southaven,MS,38671,,,,,Watermelon Hand Harvester,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",40,35,10,Hour,Norman Park,GA,H-2A Labor Contractor or Job Contractor
H-300-14101-090197,2014-05-27,H-2A,2014-04-11,DETERMINATION ISSUED - CERTIFICATION,2014-06-09,2014-12-20,2014-06-09,2014-12-20,"Kentucky Growers Association, LLC c/o Andrew H Shaw",1620 Pembroke-Fairview Road,,PEMBROKE,KY,42266,"RAY WILCOXSON, INC",RAY WILCOXSON,HORSE CAVE,KY,FARM WORKER CROP,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3,40,10.1,Hour,PEMBROKE,KY,Individual Employer
H-300-14101-109026,2014-05-13,H-2A,2014-04-11,DETERMINATION ISSUED - CERTIFICATION,2014-06-15,2014-11-15,2014-06-15,2014-11-15,NATHAN MORGAN,5200 HOLLAND ROAD,,SCOTTSVILLE,KY,42164,"Ray Wilcoxson, Inc",Ray Wilcoxson,HORSE CAVE,KY,Farm Workers Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2,40,10.1,Hour,SCOTTSVILLE,KY,Individual Employer
H-300-14101-161323,2014-05-09,H-2A,2014-04-11,DETERMINATION ISSUED - CERTIFICATION,2014-06-10,2014-11-10,2014-06-10,2014-11-10,Evans Fruit Co. Inc.,PO Box 70,,Cowiche,WA,98923,,,,,Farm Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",40,40,11.87,Hour,Cowiche,WA,
H-300-14101-161323,2014-05-09,H-2A,2014-04-11,DETERMINATION ISSUED - CERTIFICATION,2014-06-10,2014-11-10,2014-06-10,2014-11-10,Washington Farm Labor Association,8830 Tallon Lane NE,Suite C,Lacey,WA,98516,,,,,Farm Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",40,40,11.87,Hour,Cowiche,WA,Association - Joint Employer (H-2A Only)
H-300-14101-179190,2014-05-02,H-2A,2014-04-14,DETERMINATION ISSUED - CERTIFICATION,2014-06-01,2014-12-20,2014-06-01,2014-12-20,"Varner's Tree Farm & Cider Mill, Ltd.",746 S. Trappe Road,"mailing: 746 S. Trappe Road , Collegeville PA  19426",Collegeville,PA,19426,"MAS Labor H-2A, LLC",Elizabeth Whitley,Lovingston,VA,Christmas Tree Farm Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2,40,11.06,Hour,Montoursville,PA,Individual Employer
H-300-14101-247359,2014-05-19,H-2A,2014-04-25,DETERMINATION ISSUED - WITHDRAWN,2014-06-11,2014-07-03,2014-06-11,2014-07-03,Mid Basin Labor LLC,133 N. Columbia Ave.,,Connell,WA,99326,Washington Farm Labor Association,Rebekah Finn,Lacey,WA,Farm Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",0,36,11.87,Hour,Prosser,WA,H-2A Labor Contractor or Job Contractor
H-300-14101-252499,2014-05-07,H-2A,2014-04-11,DETERMINATION ISSUED - CERTIFICATION,2014-06-20,2014-12-01,2014-06-20,2014-12-01,DALE SEAY,3165 ST. RT. 94 E.,,SEDALIA,KY,42079,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/ LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3,40,10.1,Hour,SEDALIA,KY,Individual Employer
H-300-14101-284441,2014-05-16,H-2A,2014-04-11,DETERMINATION ISSUED - CERTIFICATION,2014-06-20,2014-12-05,2014-06-20,2014-12-05,KEY FARMS,3125 KUYKENDALL RD,,PURYEAR,TN,38251,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/ LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",6,40,10.1,Hour,PURYEAR,TN,Individual Employer
H-300-14101-455234,2014-04-23,H-2A,2014-04-11,DETERMINATION ISSUED - CERTIFICATION,2014-04-15,2014-11-01,2014-04-15,2014-11-01,Steven John Swanson,10282 61st NE,,Lawton,ND,58345,Golden Opportunities International LLC,Heleen van Tonder,McGregor,IA,Farm Machine Operator,45-2091,Agricultural Equipment Operators,1,48,13.41,Hour,Lawton,ND,Individual Employer
H-300-14101-543982,2014-04-30,H-2A,2014-04-11,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-05-27,2014-07-30,2014-05-27,2014-07-30,Luis Martinez,102 Ashley Lane,,McRae,GA,31055,BGL,Brenda Lewis,Lyons,GA,Farm Labor,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",74,40,10,Hour,Andersonville,GA,H-2A Labor Contractor or Job Contractor
H-300-14101-635560,2014-05-27,H-2A,2014-04-11,DETERMINATION ISSUED - CERTIFICATION,2014-06-20,2014-12-15,2014-06-20,2014-12-15,Michael Wayne Francies,273 M. Hall Road,,Elkton,KY,42220,Seasonal Hands LLC,Mayra Ballard,Mayfield,KY,Farm Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3,40,10.1,Hour,Elkton,KY,Individual Employer
H-300-14101-842374,2014-05-22,H-2A,2014-04-11,DETERMINATION ISSUED - CERTIFICATION,2014-06-23,2014-12-20,2014-06-23,2014-12-20,JOSH SYKES,300 1ST ST.,,HAZEL,KY,42049,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER / LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",4,40,10.1,Hour,HAZEL,KY,Individual Employer
H-300-14102-275548,2014-05-12,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION,2014-06-06,2014-10-31,2014-06-06,2014-10-31,Moose Creek Cattle Co.,114 Maiden Rock Road,PO Box 113,Divide,MT,59727,PEAK SEASON LABOR,DIANE THIBEAULT,RONAN,MT,General Farmworker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",1,40,10.69,Hour,Divide,MT,Individual Employer
H-300-14103-646794,2014-05-12,H-2A,2014-04-13,DETERMINATION ISSUED - CERTIFICATION,2014-05-28,2014-12-15,2014-05-28,2014-12-15,"LYNN-ETTE & SONS, INC",1512 KENT RD,,KENT,NY,14477,H.E.L.P.,JOSEPH YOUNG,GOFFSTOWN,NH,Agricultural Equipment Operator,45-2091,Agricultural Equipment Operators,54,40,11.22,Hour,KENT,NY,Individual Employer
H-300-14103-687273,2014-05-01,H-2A,2014-04-14,DETERMINATION ISSUED - CERTIFICATION,2014-06-01,2014-11-15,2014-06-01,2014-11-15,ALBRECHT'S ANGEL HONEY,20126 419 AVENUE,N/A,BANCROFT,SD,57353,"EMPLOYMENT USA, LLC",KEVIN OPP,ABERDEEN,SD,BEEKEEPER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",4,40,13.41,Hour,BANCROFT,SD,Individual Employer
H-300-14104-084150,2014-05-02,H-2A,2014-04-14,DETERMINATION ISSUED - CERTIFICATION,2014-06-15,2014-11-15,2014-06-15,2014-11-15,"Reece Farms, Inc.",12848 CR 26 SW,,Farwell,MN,56327,AGRI PLACEMENTS INTERNATIONAL,ELAINE FLAMING,FAIRVIEW,OK,Farm Labor,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",14,48,13.41,Hour,Valley City,ND,Individual Employer
H-300-14104-162071,2014-04-29,H-2A,2014-04-14,DETERMINATION ISSUED - CERTIFICATION,2014-06-01,2015-03-31,2014-06-01,2015-03-31,"WALL'S GATOR FARM II, L.L.C","Physical: 26858 Highway 1037, Springfield, LA 70462","Mail: 26858 Highway 1037, Springfield, LA 70462",Springfield,LA,70462,"Couch Application Service Assistance, L.L.C.","Kelly Couch (Casa, Manager)",New Roads,LA,General Farm Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",19,40,9.87,Hour,Springfield,LA,Individual Employer
H-300-14104-197422,2014-05-21,H-2A,2014-04-15,DETERMINATION ISSUED - PARTIAL CERTIFICATION,2014-06-20,2015-01-30,2014-06-20,2015-01-30,Doug Beach,5365 Folsom Jonesville Rd,,Dry Ridge,KY,41035,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",9,40,10.1,Hour,Dry Ridge,KY,Association - Filing as Agent (H-2A Only)
H-300-14104-244952,2014-05-09,H-2A,2014-04-14,DETERMINATION ISSUED - DENIED,2014-06-10,2014-12-01,2014-06-10,2014-12-01,Trust Nursery,4347 US Route 11,,Pulaski,NY,13142,,Andrew Reeves,Baldwinsville,NY,Nursery Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",0,35,11.22,Hour,Pulaski,NY,Individual Employer
H-300-14104-264981,2014-04-24,H-2A,2014-04-14,DETERMINATION ISSUED - CERTIFICATION,2014-06-02,2014-10-30,2014-06-02,2014-10-30,HINDINGER FARM,810 DUNBAR HILL RD,,HAMDEN,CT,06514,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2,44,11.22,Hour,HAMDEN,CT,Association - Filing as Agent (H-2A Only)
H-300-14104-271122,2014-05-05,H-2A,2014-04-14,DETERMINATION ISSUED - PARTIAL CERTIFICATION EXPIRED,2014-05-20,2014-06-30,2014-05-20,2014-06-30,Black Gold Farms,2305 Highway 17,,Delhi,LA,71232,,,,,Farmworker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",307,35,9.87,Hour,Delhi,LA,Individual Employer
H-300-14104-294929,2014-05-06,H-2A,2014-04-14,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-06-10,2014-08-08,2014-06-10,2014-08-08,Fidel Aguilera,1756 31st Avenue,,Vero Beach,FL,32960,"CCH BOOKKEEPING, INC.",YOLANDA CELAYA,LAKE PLACID,FL,Harvest worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",24,36,11.49,Hour,Spring Green,WI,H-2A Labor Contractor or Job Contractor
H-300-14104-298499,2014-05-01,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION,2014-06-01,2014-11-15,2014-06-01,2014-11-15,AHLHOLM INC,1986 WESTERN RD,,WARREN,ME,04864,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",12,40,11.22,Hour,WARREN,ME,Association - Filing as Agent (H-2A Only)
H-300-14104-397566,2014-04-23,H-2A,2014-04-14,DETERMINATION ISSUED - CERTIFICATION,2014-06-02,2014-11-01,2014-06-02,2014-11-01,"B.W. BISHOP & SONS, INC",1355 BOSTON POST ROAD,,GUILFORD,CT,06437,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,"Farmworker and Laborer, Crop",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",6,40,11.22,Hour,guilford,CT,Association - Filing as Agent (H-2A Only)
